Codi,Latitud,Longitud,Nom,Adreça,Municipi,DM,Comarca,ST,SE,Naturalesa,TipusCentre,Estudis,Web,Logo,Web-Nodes,Web-Propi,Telefons,Mail,Twitter,Instagram,Codi-SE,Codi-SEZ
08019642,41.588378019,1.611392763,Escola Pare Ramon Castelltort i Miralda,"c. Comarca, 83-85 - 08700 Igualada",Igualada,,Anoia,CCE,SE de l'Anoia,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-rcastelltort,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aQUxlNkVlaVRldGM,https://agora.xtec.cat/ceip-rcastelltort,,938033763,a8019642@xtec.cat,,,CCE01,08870301
08019654,41.584178974,1.601043779,Institut Milà i Fontanals,"av. Emili Vallès, 4 - 08700 Igualada",Igualada,,Anoia,CCE,SE de l'Anoia,Públic,INS,"BATX,CFPM,CFPS",https://agora.xtec.cat/iesmila,https://drive.google.com/thumbnail?id=1pT_1q5SPtKWdwD_g2baMZzRZb7LCJzTO,https://agora.xtec.cat/iesmila,,"938055750, 938050292",a8019654@xtec.cat,@milaifontanals,,CCE01,08870301
08019678,41.60022813,1.54635368,Escola Guerau de Jorba,"c. les Eres, s/n - 08719 Jorba",Jorba,,Anoia,CCE,SE de l'Anoia,Públic,ESC,"EINF1C,EINF2C,EPRI",https://agora.xtec.cat/escola-jorba,https://drive.google.com/thumbnail?id=1-6w9cUxjGp-ly8y9-M3z8NpX7GV1Quuo,https://agora.xtec.cat/escola-jorba,,938094002,a8019678@xtec.cat,,,CCE01,08870301
08019691,41.473015866,1.537238871,Escola Vilademàger - ZER Serra d'Ancosa,"Camí del Castell, s/n - 08779 La Llacuna",La Llacuna,,Anoia,CCE,SE de l'Anoia,Públic,ESC,"EINF2C,EPRI",https://blocs.xtec.cat/escolavilademager,https://drive.google.com/thumbnail?id=1lJ2hNSzXU8uZVbVgKLg_ujc7XxXvSEF1,,https://blocs.xtec.cat/escolavilademager,"938977050, 938977050",a8019691@xtec.cat,@Vilademager,,CCE01,08870301
08019711,41.515065732,2.190143343,Escola Sagrada Família,"c. Nicolas Longaron, 6 - 08120 La Llagosta",La Llagosta,,Vallès Oriental,MVO,SE del Vallès Oriental II,Públic,ESC,"EINF2C,EPRI",http://www.escolasafalallagosta.cat,https://drive.google.com/thumbnail?id=12I2H4lb1UQGjgpLQkdrHvHANnopmYAx6,,http://www.escolasafalallagosta.cat,"935602301, 935602301",a8019711@xtec.cat,,,MVO05,08870203
08019721,41.513216556,2.191368045,Balmes,"c. Sant Pau, 22 - 08120 La Llagosta",La Llagosta,,Vallès Oriental,MVO,SE del Vallès Oriental II,Privat,INS,ESO,https://balmeslallagosta.wordpress.com,https://drive.google.com/thumbnail?id=1j7uAl4ncEzSuayI2pgjuGkcE2tOCb04T,,https://balmeslallagosta.wordpress.com,"935603857, 935603857",a8019721@xtec.cat,,,MVO05,08870203
08019733,41.512420057,2.194507189,Gilpe,"av. 1 de Maig, 6-8 - 08120 La Llagosta",La Llagosta,,Vallès Oriental,MVO,SE del Vallès Oriental II,Privat,ESC,"EINF2C,EPRI",http://www.escolagilpe.cat,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8abVcyWl9ndUNvYzg,,http://www.escolagilpe.cat,"935603203, 935603203",a8019733@xtec.cat,,,MVO05,08870203
08019745,41.51102272,2.19622072,Escola Joan Maragall,"pg. Pintor Sert, 1-9 - 08120 La Llagosta",La Llagosta,,Vallès Oriental,MVO,SE del Vallès Oriental II,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolajoanmaragall,,https://agora.xtec.cat/escolajoanmaragall,,"935602135, 935605912",a8019745@xtec.cat,,,MVO05,08870203
08019782,41.636493427,2.396655397,Escola Salvador Sanromà,"c. Gaudi, 15 - 08450 Llinars del Vallès",Llinars del Vallès,,Vallès Oriental,MVO,SE del Vallès Oriental III,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipsanroma,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8adFZQYzJQSElwRlE,https://agora.xtec.cat/ceipsanroma,,"938410865, 938410865",a8019782@xtec.cat,,,MVO06,08870204
08019824,41.586613814,2.239701871,Escola Les Llisses,"c. Montsià, 29 - 08185 Lliçà de Vall",Lliçà de Vall,,Vallès Oriental,MVO,SE del Vallès Oriental IV,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolalesllisses,https://drive.google.com/thumbnail?id=1rGolaGYfc72qpZ9JVWcHv4zx5J2rWLaL,https://agora.xtec.cat/escolalesllisses,http://taclesllisses.wixsite.com/escolaleslisses,"938439750, 938439750",a8019824@xtec.cat,,,MVO07,08870216
08019861,42.068181384,2.073294148,Escola Gafarró - ZER Alt Lluçanès,"c. Rourets, s/n - 08514 Lluçà",Lluçà,,Osona,CCE,SE d'Osona,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/zer-altllucanes/categoria/gafarro,https://drive.google.com/thumbnail?id=1BbLTqegBFeSoDZNihRYcw0I3IhD48d36,,https://agora.xtec.cat/zer-altllucanes/categoria/gafarro,"938554054, 938554042",a8019861@xtec.cat,,,CCE04,08870208
08019873,41.643414357,2.739182808,Escola Mare de Déu de Montserrat,"c. Escoles, 10 - 08380 Malgrat de Mar",Malgrat de Mar,,Maresme,MVO,SE de l'Alt Maresme,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipmontserratmalgrat,https://drive.google.com/thumbnail?id=1nXXjYGNLGb5VXhmD4KO7XNJjuau1ADO-,https://agora.xtec.cat/ceipmontserratmalgrat,,"937654444, 937654444",a8019873@xtec.cat,,,MVO02,08870215
08019897,41.64437152,2.73851831,Fonlladosa,"c. Fontlladosa, 5 - 08380 Malgrat de Mar",Malgrat de Mar,,Maresme,MVO,SE de l'Alt Maresme,Privat,IE,"EINF2C,EPRI,ESO",http://www.escolesfonlladosa.cat,https://drive.google.com/thumbnail?id=1qzJxMln82VdJqLHNAH814kGkKCwnFUZc,,http://www.escolesfonlladosa.cat,"937610596, 937655108",a8019897@xtec.cat,@escfonlladosa,escfonlladosa,MVO02,08870215
08019903,41.646121433,2.74018225,Maristes Sant Pere Chanel,"c. Nova, 12 - 08380 Malgrat de Mar",Malgrat de Mar,,Maresme,MVO,SE de l'Alt Maresme,Privat,IE,"EINF2C,EPRI,ESO",http://www.chanel.maristes.cat,https://drive.google.com/thumbnail?id=1ZdOc9_KYcw2gR3CR_EoIf1vq0fMfWM1Q,,http://www.chanel.maristes.cat,"937610239, 937653396",a8019903@xtec.cat,@maristeschanel,maristes_chanel,MVO02,08870215
08019915,41.645271087,2.742380599,Vedruna,"c. Mar, 30-32 - 08380 Malgrat de Mar",Malgrat de Mar,,Maresme,MVO,SE de l'Alt Maresme,Privat,IE,"EINF2C,EPRI,ESO,BATX",http://www.vedrunamalgrat.org,https://drive.google.com/thumbnail?id=1kNkPu_pZnfRD38jpaytKy_cq367OYr9f,,http://www.vedrunamalgrat.org,"937610327, 937611612",a8019915@xtec.cat,,,MVO02,08870215
08019927,41.653041763,2.743239168,Escola Marià Cubí i Soler,"c. Pirineu, s/n - 08380 Malgrat de Mar",Malgrat de Mar,,Maresme,MVO,SE de l'Alt Maresme,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-maria-cubi,https://drive.google.com/thumbnail?id=1o1CH6nmJjLFU4AS6hTSxMwOpUfVejFzk,https://agora.xtec.cat/esc-maria-cubi,,"937654759, 937654759",a8019927@xtec.cat,,,MVO02,08870215
08019940,42.005765278,2.284907533,Escola Puig-Agut,"c. Bellfort, 12 - 08560 Manlleu",Manlleu,,Osona,CCE,SE d'Osona,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-puig-agut-manlleu,https://drive.google.com/thumbnail?id=1JJwyB7Vrx9iutkTKGyNntu-Cj5aa0Irx,https://agora.xtec.cat/ceip-puig-agut-manlleu,,"938511330, 938515743",a8019940@xtec.cat,,,CCE04,08870208
08019952,41.997952351,2.282936362,La Salle Manlleu,"c. Enric Delaris, 68 - 08560 Manlleu",Manlleu,,Osona,CCE,SE d'Osona,Privat,INS,"ESO,BATX,CFPM,CFPS",https://lasallemanlleu.cat,https://drive.google.com/thumbnail?id=1PIc4Bj51u_x-wHq39Ksect2SNBk-H1E2,,https://lasallemanlleu.cat,"938506064, 938507938",a8019952@xtec.cat,@LaSalleManlleu,lasallemanlleu,CCE04,08870208
08019976,41.999107616,2.284143358,El Carme-Vedruna,"c. Bisbe Morgadas, 4 - 08560 Manlleu",Manlleu,,Osona,CCE,SE d'Osona,Privat,ESC,"EINF2C,EPRI",http://www.carmevedrunamanlleu.org,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8abDhZTE5VSVRsaDg,,http://www.carmevedrunamanlleu.org,"938510180, 938506087",a8019976@xtec.cat,,,CCE04,08870208
08020012,41.713086156,1.806437125,Escola Muntanya del Drac,"Vivendes Pare Ignasi Puig, s/n - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-muntanyadeldrac,https://drive.google.com/thumbnail?id=1jKDnQokhncJ-alw5Uh5w4Tc2CDWmONSe,https://agora.xtec.cat/esc-muntanyadeldrac,https://muntanyadeldrac.blogspot.com,"938752116, 938752118",a8020012@xtec.cat,,,CCE02,08870201
08020036,41.722072478,1.819837763,Joviat,"c. Rubió i Ors, 5-17 - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,BATX,CFPM,CFPS,TEGM,TEGS",https://www.joviat.com,https://drive.google.com/thumbnail?id=1NzebFQ_lT8861ivYQgMJbm_fIDGuwsBB,,https://www.joviat.com,"938726988, 938728581",a8020036@xtec.cat,,,CCE02,08870201
08020061,41.727042794,1.82192949,Escola La Renaixença,"p. de la Independència, 1 - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-rnx-manresa,https://drive.google.com/thumbnail?id=1e3u9wdEZAKMCPp319jw9cVkid0uYHUqR,https://agora.xtec.cat/ceip-rnx-manresa,,"938752115, 938752097",a8020061@xtec.cat,,,CCE02,08870201
08020073,41.73116108,1.815307409,Escola Sant Ignasi,"c. Mestre Albages, 1-3 - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-santignasi,https://drive.google.com/thumbnail?id=1o27XenNyNMJQYaAlCzGt0gL66C7fvgSW,https://agora.xtec.cat/ceip-santignasi,,"938787128, 938787128",a8020073@xtec.cat,,,CCE02,08870201
08020085,41.724115022,1.834044388,Oms i de Prat,"c. Oms i de Prat, 2 - 08241 Manresa",Manresa,,Bages,CCE,SE del Bages,Privat,IE,"EINF2C,EPRI,ESO",,,,,"938731100, 938731104",a8020085@xtec.cat,,,CCE02,08870201
08020097,41.727697705,1.830653081,Escola Pare Algué,"c. Jacint Verdaguer, 16-22 - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipparealgue,https://drive.google.com/thumbnail?id=1uuVkYPD-cpRg7RX5556FCMMjGgMqWzJa,https://agora.xtec.cat/ceipparealgue,https://agora.xtec.cat/ceipparealgue/moodle,"938771689, 938787127",a8020097@xtec.cat,,,CCE02,08870201
08020127,41.732018094,1.830198289,Escola Bages,"c. La Sèquia, 55 - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-bages,,https://agora.xtec.cat/ceip-bages,,"938748188, 938748189",a8020127@xtec.cat,,,CCE02,08870201
08020140,41.724118128,1.818930156,FEDAC-Manresa,"c. Bruc, 45 - 08241 Manresa",Manresa,,Bages,CCE,SE del Bages,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,BATX",http://www.fedac.cat/manresa.php,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aamVuSlItUFdHWTQ,,http://www.fedac.cat/manresa.php,"938728400, 938729083",a8020140@xtec.cat,@FEDACManresa,fedacmanresa,CCE02,08870201
08020218,41.739316837,1.835378115,La Salle,"c. Pau, s/n - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,BATX",http://www.manresa.lasalle.cat,https://drive.google.com/thumbnail?id=17cbzrcfe1InR4ezwVKkwv-e7X3TO3t_o,,http://www.manresa.lasalle.cat,"938740351, 938770682",a8020218@xtec.cat,@LaSalleManresa,lasallemanresa,CCE02,08870201
08020267,41.733854708,1.826293674,L'Ave Maria,"c. Major, 58/ptge. Ferrer, 5 - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Privat,IE,"EINF1C,EINF2C,EPRI,ESO",,,,,"938742161, 938735569",a8020267@xtec.cat,,,CCE02,08870201
08020280,41.722670215,1.84119443,Sant Joan de Déu,ctra. al Pont de Vilomara - 08240 Manresa,Manresa,,Bages,CCE,SE del Bages,Privat,IE,"EINF2C,EPRI,ESO",,,,,938 742 112,a8020280@xtec.cat,,,CCE02,08870201
08020309,41.732623287,1.843685801,Mare de Déu del Pilar,"c. Sant Joan, 62 - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Privat,IE,"EINF2C,EPRI,ESO",,,,,938730404,a8020309@xtec.cat,,,CCE02,08870201
08020383,41.743216457,1.836812248,Vedruna Manresa,"c. Santa Joaquima, 2-4 - 08243 Manresa",Manresa,,Bages,CCE,SE del Bages,Privat,ESC,"EINF1C,EINF2C,EPRI",http://www.vedrunamanresa.com,https://drive.google.com/thumbnail?id=1l7Jk0vPxKUztSSLgqf10j55HifUiJFdh,,http://www.vedrunamanresa.com,"938739947, 938770744",a8020383@xtec.cat,,,CCE02,08870201
08020462,41.736480803,1.827364039,Institut Lacetània,"av. Bases de Manresa, 51-59 - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Públic,INS,"ESO,BATX,CFPM,CFPS,PFI",https://agora.xtec.cat/inslacetania,https://drive.google.com/thumbnail?id=167kO9e2v1cB_FbhEdy3DIkCDOli0nsO5,https://agora.xtec.cat/inslacetania,,"938773750, 938770609",a8020462@xtec.cat,@inslacetania,inslacetania,CCE02,08870201
08020474,41.730701544,1.825797514,Institut Lluís de Peguera,"pl. Espanya, 2 - 08240 Manresa",Manresa,,Bages,CCE,SE del Bages,Públic,INS,"ESO,BATX,CFPM",https://inspeguera.cat,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aX2RDdU1paUNWZVk,,https://inspeguera.cat,"938773637, 938741659",a8020474@xtec.cat,,,CCE02,08870201
08020486,41.736807679,1.825848622,Escola agrària de Manresa,"c. Ramon d'Iglésies, 5-7 - 08242 Manresa",Manresa,,Bages,CCE,SE del Bages,Públic,INS,CFPM,https://agora.xtec.cat/ecamanresa,https://drive.google.com/thumbnail?id=1Q3DduRAWQHQhdUcMoIyk22M4lAwlgwHI,https://agora.xtec.cat/ecamanresa,https://www.facebook.com/escolaagrariamanresa,"938749060, 938771634",a8020486@xtec.cat,@ecamanresa,,CCE02,08870201
08020498,41.473528697,1.932570466,Escola Els Convents,"c. Vicenç Ros, s/n - 08760 Martorell",Martorell,,Baix Llobregat,BLL,SE del Baix Llobregat VII,Públic,ESC,"EINF2C,EPRI",https://sites.google.com/a/xtec.cat/els-convents,https://drive.google.com/thumbnail?id=1lllC7q4BU0mDIQ-rtEsU8UFEYSM_8gg2,,https://sites.google.com/a/xtec.cat/els-convents,"937750167, 937750167",a8020498@xtec.cat,,,BLL07,08870310
08020516,41.486428054,1.91020035,CEE El Pontarró,"av. Can Cases, 70 - 08760 Martorell",Martorell,,Baix Llobregat,BLL,SE del Baix Llobregat VII,Públic,EE,EE,,,,,937 754 119,a8020516@xtec.cat,,,BLL07,08870310
08020531,41.473368898,1.936547878,La Mercè,"c. Mur, 36, 38 i 40 - 08760 Martorell",Martorell,,Baix Llobregat,BLL,SE del Baix Llobregat VII,Privat,IE,"EINF2C,EPRI,ESO,BATX",http://www.lamercemartorell.cat,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aOFVsV1FUZ0JxQkE,,http://www.lamercemartorell.cat,"937750110, 937765558",a8020531@xtec.cat,@lamercemartorel,lamercemartorell,BLL07,08870310
08020607,41.472148521,1.920732719,Escola Juan Ramón Jiménez,"av. Mancomunitats Comarcals, 5 - 08760 Martorell",Martorell,,Baix Llobregat,BLL,SE del Baix Llobregat VII,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-jrj,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aamIyYlN1ZEtPOWc,https://agora.xtec.cat/ceip-jrj,,"937751066, 937751066",a8020607@xtec.cat,,,BLL07,08870310
08020619,41.473276956,1.920135846,Escola José Echegaray,"pl. Doctor Fleming, s/n - 08760 Martorell",Martorell,,Baix Llobregat,BLL,SE del Baix Llobregat VII,Públic,ESC,"EINF2C,EPRI",https://escolajoseechegaray.cat,https://drive.google.com/thumbnail?id=1q9Pe5IwS9WqMSQH3ltIrbtu9K6eDbNBt,,https://escolajoseechegaray.cat,"937752098, 937752098",a8020619@xtec.cat,,,BLL07,08870310
08020620,41.474238113,1.921517967,Institut Pompeu Fabra,"c. Fèlix Duran i Canyameres, 3 - 08760 Martorell",Martorell,,Baix Llobregat,BLL,SE del Baix Llobregat VII,Públic,INS,"ESO,BATX",http://www.iespompeufabra.com,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aU0JFZG4xSE9XREE,,http://www.iespompeufabra.com,"937755916, 937741350",a8020620@xtec.cat,,,BLL07,08870310
08020656,41.529609029,2.242390972,Escola Simeó Rabasa,"c. Pompeu Fabra, s/n - 08107 Martorelles",Martorelles,,Vallès Oriental,MVO,SE del Vallès Oriental II,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-simeo-rabasa,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aejZMY29kRHdZcTQ,https://agora.xtec.cat/ceip-simeo-rabasa,,"935934617, 935934617",a8020656@xtec.cat,,,MVO05,08870203
08020701,42.042034805,2.231374201,Escola Comtes de Lacambra,"c. Esperança, 3 - 08509 Les Masies de Voltregà",Les Masies de Voltregà,,Osona,CCE,SE d'Osona,Públic,ESC,"EINF2C,EPRI",http://www.comtesdelacambra.cat,https://drive.google.com/thumbnail?id=1XDJu8hfoG5p6JnKQIR8GRMqOONidwiqu,,http://www.comtesdelacambra.cat,"938592829, 938592829",a8020701@xtec.cat,,,CCE04,08870208
08020723,41.480038826,2.316373977,Escola Ocata,"pg. Roman Fabra, 3 - 08320 El Masnou",El Masnou,,Maresme,MVO,SE del Baix Maresme,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-ocata,https://drive.google.com/thumbnail?id=16baaSIoaCH4ccddtoOeIjUlCAukIlCzd,https://agora.xtec.cat/ceip-ocata,,"935551824, 935559683",a8020723@xtec.cat,,,MVO03,08870205
08020759,41.477700146,2.312804803,Sagrada Família,"c. Jacint Verdaguer, 1 - 08320 El Masnou",El Masnou,,Maresme,MVO,SE del Baix Maresme,Privat,IE,"EINF2C,EPRI,ESO",,,,,"935550407, 935551228",a8020759@xtec.cat,,,MVO03,08870205
08020772,41.480864481,2.319418743,Escolàpies El Masnou,"c. Jaume I, 3 - 08320 El Masnou",El Masnou,,Maresme,MVO,SE del Baix Maresme,Privat,IE,"EINF2C,EPRI,ESO",https://escolapieselmasnou.org,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aYUt0RXIwaFM5dFE,,https://escolapieselmasnou.org,"935403136, 935403196",a8020772@xtec.cat,@Escolapies_Mas9,,MVO03,08870205
08020826,41.485321887,2.321355088,Institut Maremar,"av. Cusí Fortunet, 52 - 08320 El Masnou",El Masnou,,Maresme,MVO,SE del Baix Maresme,Públic,INS,"ESO,BATX,CFPM,CFPS",https://agora.xtec.cat/iesmaremar,https://drive.google.com/thumbnail?id=1qY5ZQqnVJPEqa12_577HUTzr2K-0LOJe,https://agora.xtec.cat/iesmaremar,,"935402398, 935403365",a8020826@xtec.cat,@InstitutMaremar,,MVO03,08870205
08020838,41.479687953,2.303826645,Institut Mediterrània,"c. Rosa Sensat, s/n - 08320 El Masnou",El Masnou,,Maresme,MVO,SE del Baix Maresme,Públic,INS,"ESO,BATX",https://agora.xtec.cat/iesmediterrania,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aMGRDSVRFOUdQcWs,https://agora.xtec.cat/iesmediterrania,,"935550404, 935400317",a8020838@xtec.cat,,,MVO03,08870205
08020841,41.49866238,1.81464382,Escola El Turó,"c. Santa Clara, 30 - 08783 Masquefa",Masquefa,,Anoia,CCE,SE de l'Anoia,Públic,ESC,"EINF2C,EPRI",https://blocs.xtec.cat/escolaelturomasquefa,https://drive.google.com/thumbnail?id=1cs6PrDSDCIQJCwxbDGRs_ki9CnQ62KsV,,https://blocs.xtec.cat/escolaelturomasquefa,"937725175, 937728541",a8020841@xtec.cat,,turomasquefa,CCE01,08870301
08020863,41.595839266,2.026555845,Escola Ginesta,"c. Can Pous, 10 - 08230 Matadepera",Matadepera,,Vallès Occidental,VOC,SE del Vallès Occidental II,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipginesta,https://drive.google.com/thumbnail?id=1IgdpRzNE-OiXxDG3ohDGQe66-sUcBelA,https://agora.xtec.cat/ceipginesta,,"937870068, 937874646",a8020863@xtec.cat,,,VOC02,08870405
08020887,41.612736872,2.01518132,Montcau-La Mola,"pg. del Pla, s/n - 08230 Matadepera",Matadepera,,Vallès Occidental,VOC,SE del Vallès Occidental II,Privat,IE,"EINF2C,EPRI,ESO,BATX",http://www.montcau.net,https://drive.google.com/thumbnail?id=1YXiJnDGRRCXNUVV1YvkLr3sWZGjFN4IK,,http://www.montcau.net,"937870825, 937300295",a8020887@xtec.cat,@montcaulamola,montcaulamola,VOC02,08870405
08020905,41.533881452,2.432703718,Escola Angeleta Ferrer,"p. de Ventura Ametller, 1-3 - 08302 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Públic,ESC,"EINF2C,EPRI",http://www.angeletaferrer.org,https://drive.google.com/thumbnail?id=1c-cr7o8C28kbWSRJ_luwjIRILZ1bo2BG,,http://www.angeletaferrer.org,937986918,a8020905@xtec.cat,@angeletaferrer,,MVO01,08870207
08020917,41.537990356,2.42909924,Escola Josep Manuel Peramàs,"c. Josep Montserrat i Quadrada, 11 - 08303 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipjmperamas,https://drive.google.com/thumbnail?id=17mJhknTyVMXN0jPRbglamjFxIHuZb63v,https://agora.xtec.cat/ceipjmperamas,http://www.escolaperamas.com,"937982026, 937982026",a8020917@xtec.cat,@EscolaPeramas,,MVO01,08870207
08020929,41.548236479,2.447760269,Escola Germanes Bertomeu,"c. Colòmbia, 15 - 08304 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolagermanesbertomeu,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aa2Raal9QX1VQVUU,https://agora.xtec.cat/escolagermanesbertomeu,,"937960092, 937960092",a8020929@xtec.cat,@gbertomeumataro,,MVO01,08870207
08020991,41.556227512,2.464529317,Meritxell,"c. Passet, 16 - 08304 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Privat,IE,"EINF2C,EPRI,ESO,BATX",https://agora.xtec.cat/esc-meritxell,https://drive.google.com/thumbnail?id=1r5BaBmB_QVVkIySRcRC9GwZqFybNAXtz,https://agora.xtec.cat/esc-meritxell,http://www.fundaciomeritxell.cat,"937556550, 937551482",a8020991@xtec.cat,@EscolaMeritxell,escolameritxellmataro,MVO01,08870207
08021016,41.542167479,2.444565641,Balmes,"pl. dels Bous, 6 - 08301 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Privat,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-balmes-mataro,https://drive.google.com/thumbnail?id=1ju5Y6smTjNj82TZboHVMu_5DgV-YNIFP,https://agora.xtec.cat/esc-balmes-mataro,,"937901648, 937901648",a8021016@xtec.cat,,escolabalmes,MVO01,08870207
08021028,41.541676321,2.44723215,Sagrat Cor de Jesús,"c. Coma, 19-21 - 08301 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Privat,IE,"EINF2C,EPRI,ESO",https://www.sagratcordejesusmataro.com,https://drive.google.com/thumbnail?id=1LT2mUGzoH3K5BaF4jjQdzzi455jjsURr,,https://www.sagratcordejesusmataro.com,"937901945, 937903061",a8021028@xtec.cat,,,MVO01,08870207
08021041,41.538133494,2.42879878,Escola Josep Montserrat,"c. Josep Montserrat i Quadrada, 3 - 08303 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Públic,ESC,"EINF2C,EPRI",https://blocs.xtec.cat/josepmontserrat,https://drive.google.com/thumbnail?id=1eaJ3sAdidkKjYiTDMIhm2Z96Y5swy-Ps,,https://blocs.xtec.cat/josepmontserrat,"937981599, 937981599",a8021041@xtec.cat,,,MVO01,08870207
08021065,41.539860935,2.438390597,Mare de Déu de Lourdes,"c. Ramon Llull, 5/c. Altafulla - 08302 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Privat,IE,"EINF2C,EPRI,ESO",http://www.mdlourdes.cat,https://drive.google.com/thumbnail?id=11V3GVMmz7eDUYc-DvjxYCbKNpBIxkvUP,,http://www.mdlourdes.cat,"937579306, 937575509",a8021065@xtec.cat,@MDLourdes2,,MVO01,08870207
08021089,41.540297266,2.429735901,Sant Antoni de Pàdua,"av. Puig i Cadafalch, 80 - 08303 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Privat,IE,"EINF2C,EPRI,ESO,BATX",,,,,"937578489, 937575790",a8021089@xtec.cat,,,MVO01,08870207
08021107,41.53789603,2.445007178,Escola Pia de Mataró,"pl. Santa Anna, 1 - 08302 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Privat,IE,"EINF2C,EPRI,ESO,BATX,CFPM,CFPS,PFI,TEGM,ADULTS",,https://drive.google.com/thumbnail?id=1V8VR6-VezAqbN2y0yISmguE1mevwqmjL,,,"937901627, 937551825",a8021107@xtec.cat,,,MVO01,08870207
08021119,41.540161463,2.44461204,Cor de Maria,"c. Riera, 58 - 08301 Mataró",Mataró,,Maresme,MVO,SE de Mataró,Privat,IE,"EINF2C,EPRI,ESO",http://www.cordemariamataro.cat,https://drive.google.com/thumbnail?id=1BxjquKhLTv2OlEpj5pRTdlAcmaiyY9jb,,http://www.cordemariamataro.cat,"937901053, 937901053",a8021119@xtec.cat,@cdmmataro,,MVO01,08870207
